ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Broken Conference Room Equipment,This is absolutely unacceptable! I booked my presentation last Friday using your so-called premium service package because they promised top-notch equipment including projectors and microphones. Today I'm here trying again but everything's broken - projector won't turn on at all; microphone feedbacks loudly every time someone speaks. This has ruined multiple meetings already scheduled today as attendees can't see slides nor hear clearly without constant interruptions due to faulty tech. Fix these immediately before losing more business!,conference room and meeting space management,,,,
complaint,Unrecognized Visitor at Office,Hey there! I just noticed someone who doesn't look familiar hanging around outside my building today while I'm out on business trips all month long. It's got me worried because I've never seen anyone here before without prior notice.,office security and visitor management,,,,
complaint,Missing Delivery Package,My package is overdue! I've waited weeks without updates; I'm furious!,mail and courier services,,,,
complaint,Non-compliant fire extinguisher,Our building's designated emergency exit has recently become blocked due to construction materials left behind after renovations last month. This poses serious risks as per OSHA regulations on workplace hazards.,office health and safety compliance,,,,
complaint,Broken Elevator,I'm really concerned because my building's elevator has stopped working since last Monday! It's making getting around so difficult especially on higher floors where I work most often.,office leasing and tenant support,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot because someone parked there all night again; I can't get into work now.,office parking and access control,,,,
complaint,Missed Cleaning Day,Our conference room has accumulated dust over several weeks due to missing scheduled cleanings; urgent attention is needed.,office cleaning and janitorial services,,,,
complaint,Missed Cleaning Day,"We have noticed missing scheduled cleanings on consecutive weeks; specifically, Zone B's Sme Offices were overlooked last Monday.",office cleaning and janitorial services,,,,
complaint,Broken Elevator,My office on floor twelve is stuck due to elevator failure since yesterday afternoon! This has caused significant disruption as I have important meetings scheduled today!,commercial property and workspace rental,,,,
complaint,Urgent printer malfunction,My team can't print reports anymore! We've tried everything but still getting error messages on all printers.,IT and office technology support,,,,
complaint,Elevator Outage,"Hello, I'm really struggling here because my apartment's main entrance is blocked due to the broken lift at ground floor level; I've tried using stairs but they're too steep now since I have mobility challenges—can someone assist me?",office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,"I've noticed my air conditioning has stopped working since last Monday; despite multiple requests through maintenance channels over the weekend, there's still no resolution.",office utilities and building services,,,,
