call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript,proxy_sentiment,proxy_urgency,proxy_keywords_str
IP-202601-00038,2026-01-06 19:04:24,Tenant Support,Premium,Warehouse,Zone B – SME Offices,slow internet connectivity in common areas,medium,medium,False,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I'm calling again about an ongoing issue that hasn't been resolved.
Tenant: We're paying good money and this is what we get.
Tenant: We are experiencing slow internet connectivity in common areas.
Tenant: pages take forever to load
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Zone B – SME Offices, warehouse unit.
Tenant: This was reported last week but nothing has been done.
Agent: I apologize for that. Let me check the previous ticket.
Tenant: Nobody seems to be taking this seriously.
Agent: This is going to the top of the queue.
Agent: We'll get someone to your unit as soon as possible today.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I'll follow up personally.",0.09999999999999998,0.8,"1,41,43"
IP-202512-00039,2025-12-24 21:55:24,Tenant Support,VIP,Office,Logistics Cluster South,thermostat not responding to temperature adjustments,medium,medium,False,True,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our office in Logistics Cluster South.
Tenant: I wanted to give you some background first.
Tenant: For over a week, we started noticing thermostat not responding to temperature adjustments.
Tenant: we'd like someone to recalibrate it
Tenant: We're very disappointed with the response time.
Tenant: And this isn't the first time. We've called about this before.
Agent: Thank you for explaining. I'm logging this now.
Agent: I'm marking this as high priority and escalating to the maintenance manager.
Agent: We'll have someone on-site within the hour.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I'll follow up personally.",0.44999999999999996,0.9000000000000001,"1,3,6,35"
IP-202601-00040,2026-01-02 21:49:24,Tenant Support,Standard,Warehouse,Tech Block,request to adjust the shared hallway temperature,low,low,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with request to adjust the shared hallway temperature.
Agent: I see. How long has this been going on?
Tenant: It's been happening for three days now.
Agent: And can you tell me which unit you're in?
Tenant: We're in Tech Block, the warehouse.
Agent: Is this affecting your ability to operate?
Tenant: a few tenants have mentioned it in passing
Agent: Thank you for letting us know. I've added this to our task list.
Agent: It should be addressed within the next few business days.
Tenant: That's reassuring, thank you.
Agent: You're welcome. We'll take care of this.",-0.10000000000000003,1.0,3
IP-202601-00041,2026-01-19 19:58:24,Tenant Support,Standard,Office,Zone B – SME Offices,access control system failure locking employees out,high,medium-high,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our office in Zone B – SME Offices.
Tenant: We've been dealing with something and I need your help.
Tenant: Since the beginning of the month, we started noticing access control system failure locking employees out.
Tenant: this is completely unacceptable for a business park
Agent: Thank you for explaining. I'm logging this now.
Tenant: This is seriously impacting our business operations.
Agent: I've escalated this to our senior maintenance team.
Agent: Expect a callback within 2 hours with an update.
Tenant: Wonderful, we'll wait for the update.
Agent: Happy to help. We'll be in touch.",0.85,0.75,"1,35"
IP-202601-00042,2026-01-18 20:37:24,Tenant Support,VIP,Office,Zone B – SME Offices,internet and phone lines down for the entire office,high,medium-high,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we've had internet and phone lines down for the entire office for the past two days.
Tenant: we've missed client calls and deadlines
Agent: I understand. Can I confirm your location?
Tenant: Zone B – SME Offices, office.
Tenant: We're losing money every day this goes unresolved.
Agent: I've escalated this to our senior maintenance team.
Agent: Expect a callback within 2 hours with an update.
Tenant: Thank you for your quick response.
Agent: Thank you for reporting this. We'll keep you updated.",0.8999999999999999,0.6499999999999999,"1,35,41"
IP-202511-00043,2025-11-25 18:25:24,Tenant Support,VIP,Retail Store,Tech Block,window blinds broken and cannot be adjusted,medium,medium,False,True,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I'm calling from our retail store in Tech Block.
Tenant: So here's what happened.
Tenant: For three days now, we started noticing window blinds broken and cannot be adjusted.
Tenant: it's uncomfortable working in direct sunlight all day
Tenant: This is outrageous, we've been ignored for weeks.
Tenant: And this isn't the first time. We've called about this before.
Agent: Thank you for explaining. I'm logging this now.
Agent: This is going to the top of the queue.
Agent: We'll get someone to your unit as soon as possible today.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.",0.34999999999999987,1.0,45
IP-202512-00044,2025-12-23 02:01:24,Leasing Inquiry,Prospective,Warehouse,Zone A – Corporate Offices,relocation_inquiry,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 25000 square feet.
Caller: We're relocating from another emirate, what do we need to know?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Is there help with the setup process for new tenants?
Agent: I can include all those details in the proposal.
Caller: Do you assist with trade license requirements?
Agent: We work closely with the free zone authority and can assist with licensing.
Caller: What are the logistics for moving large equipment in?
Agent: We have dedicated loading bays and can arrange after-hours access for moves.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,1
IP-202601-00045,2026-01-19 00:03:24,Leasing Inquiry,Prospective,Retail Store,Community Retail Strip,professional_detailed,,,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I'm calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Community Retail Strip.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: How many parking spaces are allocated?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What is the rental rate per square foot?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I'll email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you.",0.6,0.55,"1,27"
IP-202601-00046,2026-01-08 18:24:24,Tenant Support,Premium,Retail Store,Retail Plaza Central,parking gate malfunctioning intermittently,medium,medium,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing parking gate malfunctioning intermittently.
Tenant: sometimes it works, sometimes it doesn't
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Retail Plaza Central, retail store unit.
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: That's reassuring, thank you.
Agent: Happy to help. We'll be in touch.",0.19999999999999996,0.3,"27,28"
IP-202601-00047,2026-01-27 18:46:24,Tenant Support,VIP,Office,Tech Block,access control system failure locking employees out,high,medium-high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report something that's been bothering us.
Tenant: We are experiencing access control system failure locking employees out.
Tenant: staff are locked out of the building
Agent: I'm very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We're located in Tech Block, office unit.
Tenant: This is affecting our ability to serve our clients.
Agent: This is going to the top of the queue.
Agent: We'll get someone to your unit as soon as possible today.
Tenant: We appreciate the fast turnaround.
Agent: Happy to help. We'll be in touch.",0.6,0.8,1
IP-202512-00048,2025-12-18 21:14:24,Tenant Support,Standard,Retail Store,Zone B – SME Offices,window blinds broken and cannot be adjusted,medium,medium,False,True,"Agent: Support Desk, good morning.
Tenant: Yes, we've had window blinds broken and cannot be adjusted since last Monday.
Tenant: it's uncomfortable working in direct sunlight all day
Tenant: I reported this before and nothing was done about it.
Tenant: Nobody seems to be taking this seriously.
Agent: I understand. Can I confirm your location?
Tenant: Zone B – SME Offices, retail store.
Agent: I've escalated this to our senior maintenance team.
Agent: Expect a callback within 2 hours with an update.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We'll keep you updated every step of the way.",0.39999999999999997,0.75,"1,35,45"
IP-202511-00049,2025-11-26 01:10:24,Tenant Support,Standard,Warehouse,Zone A – Corporate Offices,air conditioning not cooling properly,medium,medium,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with air conditioning not cooling properly.
Agent: I see. How long has this been going on?
Tenant: It's been happening since we moved in three months ago.
Agent: And can you tell me which unit you're in?
Tenant: We're in Zone A – Corporate Offices, the warehouse.
Agent: Is this affecting your ability to operate?
Tenant: it's warmer than it should be in here
Agent: I've logged your ticket and our team will address this.
Agent: We'll update you within 24 hours.
Tenant: Thanks for being so responsive.
Agent: Thank you for reporting this. We'll keep you updated.",-0.10000000000000003,0.55,"0,4"
