ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Electrical Hazard at Office Space,The new office space we've leased has exposed wiring that poses an immediate fire risk due to improper insulation.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Poor Lighting Issue,The lighting over there is terrible at night when working on laptops or tablets for prolonged periods leads to strain which could impact our productivity levels.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space A101,The exposed wiring behind desk D45 poses an immediate fire risk to all occupants of Building C3. Please shut off power immediately until repairs can commence.,Office building management and facilities,high,high,high,True,phi4_safety_synth
complaint,Inadequate Soundproofing of Office Space,The recent tenant has installed heavy-duty equipment that generates excessive noise levels during operational hours causing significant disruption to my work environment. This is unacceptable for maintaining productivity within our shared space.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Internet Connectivity Issue at OfficeSpace Hub,The Wi-Fi connection is extremely unstable throughout my working hours on weekdays which severely affects our daily video conferences. This has been an ongoing problem for over two weeks now.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Unreliable Internet Access at XYZ Cowork Space,The internet connection is extremely unreliable during working hours which disrupts my ability to complete tasks dependent on online resources. I have repeatedly contacted support without resolution.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Rental Office Space,The main entrance of our rented commercial space has exposed wiring due to recent renovations which poses an immediate fire threat if it shorts out.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,IT Support Delay Issue,We have been experiencing significant delays from our IT department for over two weeks now regarding routine software updates necessary to maintain operational efficiency of critical systems.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Concern,The malfunctioning desk lamp near my workstation poses an imminent fire risk due to sparking behavior every time it's turned on.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,A/C Malfunctioning Issue,The central A/C unit has been malfunctioning for three days now during peak summer heat hours which is unbearable without proper climate control. The temperatures are excessively high affecting productivity.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Building,We have encountered an immediate fire hazard due to exposed wiring near our lobby area on Main Street. The situation poses serious risks of electrocution or burns if neglected.,office building management and facilities,high,high,low,True,phi4_safety_synth
complaint,Non-functional HVAC System,"The heating, ventilation, and air conditioning system has been malfunctioning for weeks now during summer months which is unbearable at our current workplace.",office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Reported at Office Space A123,"We have noticed sparking coming from an outlet near our break room during lunchtime today. There is no immediate threat to life or limb due to swift evacuation orders by staff members, yet this situation poses significant risks of fire if undetected longer.",Office Building Management and Facilities,high,high,high,True,phi4_safety_synth
