ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
inquiry,Urgent Carpet Stain Issue,My meeting room's carpet has gotten stained badly after today's event; I can't believe how quickly these things happen! We have important client meetings scheduled next Monday - can someone come out ASAP? This is really affecting my team's morale.,office cleaning and janitorial services,,,,
inquiry,Wi-Fi Connectivity Issues,"I've encountered persistent problems connecting my laptop's Wi-Fi at the co-working space today; despite multiple attempts across different devices, none seem able to establish a stable connection.",shared workspace and coworking,,,,
complaint,Unsecured Visitor Entrance,This is absolutely unacceptable! Our visitors have reported seeing unmarked doors leading into sensitive areas without proper identification checks last Friday afternoon alone. This lack of control over who enters my building poses serious risks both professionally and personally. I demand immediate action; either install visible access points controlled via ID badges OR provide adequate staff at all entrances until then!,office security and visitor management,,,,
inquiry,Broken Fire Extinguisher,Hey there! Just noticed my fire extinguisher is missing its pin - looks pretty old too. Should I get someone out here?,office health and safety compliance,,,,
inquiry,Unsafe Office Equipment,Your company provided faulty chairs; my back is killing me!,office health and safety compliance,,,,
complaint,Conference Room Booking Chaos,Just booked my team into Conference Broom Hall at noon; now there's nowhere but dust!,conference room and meeting space management,,,,
complaint,Missed Cleaning Day,"Dear Janitorial Services Team, I am reaching out regarding my recent experience at XYZ Corporation's main branch on Elm Street where I've noticed missing scheduled cleanings over several consecutive weeks now totaling three instances since last month’s service date as per records provided upon request.",office cleaning and janitorial services,,,,
complaint,Unfair Property Tax Increase,This is absolutely ridiculous! My property's assessed value has skyrocketed without my consent leading to an unjustified hike in taxes every year now. I demand immediate review; I'm being overcharged based on outdated information!,business rates and property tax disputes,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network; I've tried troubleshooting steps already.,IT and office technology support,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot; someone parked there all night.,office parking and access control,,,,
inquiry,Unrecognized Visitor Detected,We have recently encountered several instances where individuals without proper identification were allowed entry into restricted areas within my company premises last Thursday afternoon. This has raised concerns regarding potential breaches of confidentiality agreements among staff members.,office security and visitor management,,,,
